# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead:
#
#    yarn content add-redirect <fromURL> <toURL>
#
# FROM-URL	TO-URL
/nl/docs/Learn/HTML/Forms/Your_first_HTML_form	/nl/docs/Learn/Forms/Your_first_form
/nl/docs/Learn/HTML/Introduction_to_HTML/Gevorderde_tekstopmaak	/nl/docs/Learn/HTML/Introduction_to_HTML/Advanced_text_formatting
/nl/docs/Learn/HTML/Introduction_to_HTML/HTML_Debuggen	/nl/docs/Learn/HTML/Introduction_to_HTML/Debugging_HTML
/nl/docs/Learn/HTML/Introduction_to_HTML/Het_hoofd_metadata_in_HTML	/nl/docs/Learn/HTML/Introduction_to_HTML/The_head_metadata_in_HTML
/nl/docs/Learn/HTML/Introduction_to_HTML/Hyperlinks_maken	/nl/docs/Learn/HTML/Introduction_to_HTML/Creating_hyperlinks
/nl/docs/Learn/HTML/Introduction_to_HTML/Opmaak_van_een_brief	/nl/docs/Learn/HTML/Introduction_to_HTML/Marking_up_a_letter
/nl/docs/Learn/HTML/Introduction_to_HTML/Structureren_inhoud_van_webpagina	/nl/docs/Learn/HTML/Introduction_to_HTML/Structuring_a_page_of_content
/nl/docs/Learn/HTML/Multimedia_inbedden	/nl/docs/Learn/HTML/Multimedia_and_embedding
/nl/docs/Learn/HTML/Multimedia_inbedden/Afbeeldingen_in_HTML	/nl/docs/Learn/HTML/Multimedia_and_embedding/Images_in_HTML
/nl/docs/Learn/JavaScript/Client-side_web_APIs/Manipuleren_documenten	/nl/docs/Learn/JavaScript/Client-side_web_APIs/Manipulating_documents
/nl/docs/MDN/Community	/nl/docs/orphaned/MDN/Community
/nl/docs/MDN/Community/Conversations	/nl/docs/orphaned/MDN/Community/Conversations
/nl/docs/MDN/Community/Samenwerken_in_een_community	/nl/docs/orphaned/MDN/Community/Working_in_community
/nl/docs/MDN/Community/Whats_happening	/nl/docs/orphaned/MDN/Community/Whats_happening
/nl/docs/MDN/Contribute/Content	/nl/docs/MDN/Guidelines
/nl/docs/MDN/Contribute/Content/Style_guide	/nl/docs/MDN/Guidelines/Writing_style_guide
/nl/docs/MDN/Contribute/Howto/Aanmaken_MDN_account	/nl/docs/orphaned/MDN/Contribute/Howto/Create_an_MDN_account
/nl/docs/MDN/Contribute/Howto/Een_redactionele_beoordeling_geven	/nl/docs/orphaned/MDN/Contribute/Howto/Do_an_editorial_review
/nl/docs/MDN/Contribute/Howto/Een_redactionele_beoordeling_maken	/nl/docs/orphaned/MDN/Contribute/Howto/Do_an_editorial_review
/nl/docs/MDN/Contribute/Howto/Een_technische_beoordeling_maken	/nl/docs/orphaned/MDN/Contribute/Howto/Do_a_technical_review
/nl/docs/MDN/Contribute/Howto/Taggen_JavaScript_pagina	/nl/docs/orphaned/MDN/Contribute/Howto/Tag_JavaScript_pages
/nl/docs/MDN/Contribute/Processes/Verhoogde_bevoegdheden_aanvragen	/nl/docs/orphaned/MDN/Contribute/Processes/Requesting_elevated_privileges
/nl/docs/MDN/Contribute/Structures	/nl/docs/MDN/Structures
/nl/docs/MDN/Contribute/Structures/Macros	/nl/docs/MDN/Structures/Macros
/nl/docs/MDN/Contribute/Tools	/nl/docs/MDN/Tools
/nl/docs/MDN/Contribute/Tools/Template_editing	/nl/docs/orphaned/MDN/Tools/Template_editing
/nl/docs/MDN/Feedback	/nl/docs/MDN/Contribute/Feedback
/nl/docs/MDN/Getting_started	/nl/docs/MDN/Contribute/Getting_started
/nl/docs/MDN/Guidelines/Style_guide	/nl/docs/MDN/Guidelines/Writing_style_guide
/nl/docs/MDN/Kuma	/nl/docs/MDN/Yari
/nl/docs/MDN/Kuma/Probleemoplossingen_KumaScript_errors	/nl/docs/MDN/Tools/KumaScript/Troubleshooting
/nl/docs/MDN/Over	/nl/docs/MDN/About
/nl/docs/MDN/Tools/Template_editing	/nl/docs/orphaned/MDN/Tools/Template_editing
/nl/docs/MDN_at_ten	/nl/docs/MDN/At_ten
/nl/docs/Mozilla/Add-ons/WebExtensions/Een_verouderde_Firefox-add-on_porteren	/nl/docs/orphaned/Mozilla/Add-ons/WebExtensions/Porting_a_legacy_Firefox_add-on
/nl/docs/Mozilla/Add-ons/WebExtensions/Wat_zijn_WebExtensions	/nl/docs/Mozilla/Add-ons/WebExtensions/What_are_WebExtensions
/nl/docs/Mozilla_Implementeren	/nl/docs/orphaned/Mozilla_Implementeren
/nl/docs/Tools/Responsive_Design_View	/nl/docs/Tools/Responsive_Design_Mode
/nl/docs/Tools/Sneltoetsen	/nl/docs/Tools/Keyboard_shortcuts
/nl/docs/Tools/Web_Console/Sneltoetsen	/nl/docs/Tools/Web_Console/Keyboard_shortcuts
/nl/docs/Web/API/window.crypto.getRandomValues	/nl/docs/Web/API/Crypto/getRandomValues
/nl/docs/Web/CSS/CSS_Colors	/nl/docs/Web/CSS/CSS_Color
/nl/docs/Web/CSS/CSS_Positioning/Understanding_z_index/De_stapelcontext	/nl/docs/Web/CSS/CSS_Positioning/Understanding_z_index/The_stacking_context
/nl/docs/Web/CSS/Voor_Beginners	/nl/docs/Learn/CSS/First_steps
/nl/docs/Web/Events/mousedown	/nl/docs/Web/API/Element/mousedown_event
/nl/docs/Web/Events/mouseout	/nl/docs/Web/API/Element/mouseout_event
/nl/docs/Web/Guide/CSS	/en-US/docs/Learn/CSS
/nl/docs/Web/Guide/HTML	/nl/docs/Learn/HTML
/nl/docs/Web/Guide/HTML/Forms	/nl/docs/Learn/Forms
/nl/docs/Web/Guide/HTML/Forms/How_to_structure_an_HTML_form	/nl/docs/Learn/Forms/How_to_structure_a_web_form
/nl/docs/Web/Guide/HTML/Forms/My_first_HTML_form	/nl/docs/Learn/Forms/Your_first_form
/nl/docs/Web/Guide/HTML/Forms/The_native_form_widgets	/nl/docs/Learn/Forms/Basic_native_form_controls
/nl/docs/Web/Guide/HTML/HTML5_audio_en_video_gebruiken	/nl/docs/Learn/HTML/Multimedia_and_embedding/Video_and_audio_content
/nl/docs/Web/HTML/HTML_Tags	/nl/docs/Web/HTML/Element
/nl/docs/Web/HTML/HTML_Tags/abbr	/nl/docs/Web/HTML/Element/abbr
/nl/docs/Web/HTML/HTML_Tags/div	/nl/docs/Web/HTML/Element/div
/nl/docs/Web/HTML/HTML_Tags/figcaption	/nl/docs/Web/HTML/Element/figcaption
/nl/docs/Web/HTML/HTML_Tags/html	/nl/docs/Web/HTML/Element/html
/nl/docs/Web/HTML/HTML_Tags/marquee	/nl/docs/Web/HTML/Element/marquee
/nl/docs/Web/HTML/HTML_Tags/p	/nl/docs/Web/HTML/Element/p
/nl/docs/Web/JavaScript/Aan_de_slag	/nl/docs/conflicting/Learn/Getting_started_with_the_web/JavaScript_basics
/nl/docs/Web/JavaScript/Guide/Reguliere_Expressies	/nl/docs/Web/JavaScript/Guide/Regular_Expressions
/nl/docs/Web/JavaScript/Guide/Werken_met_objecten	/nl/docs/Web/JavaScript/Guide/Working_with_Objects
/nl/docs/Web/JavaScript/Reference/Global_Objects/Object/prototype	/nl/docs/conflicting/Web/JavaScript/Reference/Global_Objects/Object
/nl/docs/Web/JavaScript/Reference/Global_Objects/Symbool	/nl/docs/Web/JavaScript/Reference/Global_Objects/Symbol
/nl/docs/Web/JavaScript/Reference/Klasses	/nl/docs/Web/JavaScript/Reference/Classes
/nl/docs/Web/JavaScript/Reference/Methods_Index	/nl/docs/Web/JavaScript/Reference
/nl/docs/Web/JavaScript/Reference/Operatoren	/nl/docs/Web/JavaScript/Reference/Operators
/nl/docs/Web/JavaScript/Reference/Operatoren/typeof	/nl/docs/Web/JavaScript/Reference/Operators/typeof
/nl/docs/Web/JavaScript/Reference/Properties_Index	/nl/docs/Web/JavaScript/Reference
/nl/docs/Web/SVG/Tutorial/Basis_Transformaties	/nl/docs/Web/SVG/Tutorial/Basic_Transformations
/nl/docs/Web/WebGL	/nl/docs/Web/API/WebGL_API
/nl/docs/XHTML	/nl/docs/Web/HTML
/nl/docs/en	/en-US/
